chrom,num_fragments,mean,median,min,max
NT_173828.1,51,122.54901960784314,100.0,5,545
NT_173829.1,33,189.42424242424244,188.0,7,820
NT_173830.1,58,107.8103448275862,66.0,5,545
NT_173831.1,56,111.73214285714286,91.0,5,409
NT_173832.1,58,107.91379310344827,78.5,5,520
NT_173833.1,45,139.11111111111111,114.0,6,633
NT_173834.1,36,174.02777777777777,114.0,19,562
NT_173835.1,36,174.16666666666666,154.5,14,524
NT_173836.1,45,139.4,102.0,5,628
NT_173837.1,54,116.22222222222223,72.5,5,548
NT_173838.1,39,160.92307692307693,99.0,10,998
NT_173839.1,35,179.34285714285716,127.0,11,642
NT_173840.1,33,190.24242424242425,130.0,9,752
NT_173841.1,40,157.1,103.5,15,713
NT_173842.1,54,116.42592592592592,78.5,5,518
NT_173843.1,60,104.78333333333333,69.0,5,518
NT_173844.1,50,125.74,87.5,4,545
NT_173845.1,20,314.4,279.0,13,871
NT_173846.1,57,110.43859649122807,75.0,5,546
NT_173847.1,26,242.19230769230768,260.5,6,569
NT_173848.1,58,108.63793103448276,72.5,5,545
NT_173849.1,53,119.0754716981132,84.0,8,387
NT_173850.1,63,100.25396825396825,87.0,7,432
NT_173851.1,33,191.45454545454547,79.0,10,825
NT_173852.1,15,421.46666666666664,301.0,9,1736
NT_173853.1,40,158.1,139.5,5,596
NT_173854.1,39,162.17948717948718,138.0,5,644
NT_173855.1,14,452.0,359.5,70,1126
NT_173856.1,60,105.55,67.5,5,545
NT_173857.1,61,103.93442622950819,58.0,5,545
NT_173858.1,58,109.39655172413794,69.0,5,753
NT_173859.1,22,288.77272727272725,247.0,13,990
NT_173860.1,57,111.57894736842105,82.0,5,408
NT_173861.1,38,167.3684210526316,132.5,5,595
NT_173862.1,22,289.27272727272725,211.0,20,1358
NT_173863.1,63,101.03174603174604,69.0,5,545
NT_173864.1,54,118.0925925925926,72.0,5,750
NT_173865.1,23,277.4347826086956,213.0,12,1001
NT_173866.1,54,118.27777777777777,91.0,5,544
NT_173867.1,42,152.14285714285714,109.0,6,571
NT_173868.1,63,101.5079365079365,52.0,5,545
NT_173869.1,49,130.73469387755102,100.0,5,545
NT_173870.1,57,112.49122807017544,75.0,4,545
NT_173871.1,35,194.0,128.0,12,871
NT_173872.1,57,112.56140350877193,75.0,5,408
NT_173873.1,57,112.73684210526316,69.0,5,552
NT_173874.1,42,153.21428571428572,68.5,19,1295
NT_173875.1,57,112.89473684210526,75.0,5,595
NT_173876.1,59,109.22033898305085,68.0,5,547
NT_173877.1,20,322.25,306.0,12,873
NT_173878.1,26,248.46153846153845,213.0,7,943
NT_173879.1,42,153.9047619047619,107.0,8,716
NT_173880.1,26,248.73076923076923,198.0,12,1355
NT_173881.1,51,126.82352941176471,100.0,7,750
NT_173882.1,36,179.72222222222223,91.5,7,820
NT_173883.1,33,196.24242424242425,101.0,7,609
NT_173884.1,39,166.2051282051282,84.0,4,677
NT_173885.1,26,249.46153846153845,187.0,4,898
NT_173886.1,42,154.54761904761904,103.0,7,820
NT_173887.1,54,120.25925925925925,91.0,5,548
NT_173888.1,51,127.47058823529412,71.0,5,545
NT_173889.1,27,241.22222222222223,124.0,8,1159
NT_173890.1,45,144.8,76.0,7,820
NT_173891.1,35,186.22857142857143,153.0,5,635
NT_173892.1,27,241.4814814814815,154.0,9,914
NT_173893.1,53,123.15094339622641,82.0,5,545
NT_173894.1,26,251.30769230769232,157.5,48,611
NT_173895.1,28,233.75,138.0,8,826
NT_173896.1,41,159.6341463414634,95.0,6,797
NT_173897.1,56,116.92857142857143,82.0,5,545
NT_173898.1,43,152.62790697674419,85.0,5,793
NT_173899.1,26,252.53846153846155,123.0,14,1505
NT_173900.1,54,121.61111111111111,69.5,5,544
NT_173901.1,19,345.6842105263158,224.0,5,1309
NT_173902.1,19,345.89473684210526,215.0,5,2076
NT_173903.1,49,134.14285714285714,94.0,6,846
NT_173904.1,58,113.34482758620689,69.5,5,495
NT_173905.1,32,205.5,162.5,23,768
NT_173906.1,24,274.0,236.0,13,1141
NT_173907.1,39,168.64102564102564,132.0,4,850
NT_173908.1,59,111.62711864406779,75.0,5,517
NT_173909.1,27,244.0,170.0,10,1315
NT_173910.1,53,124.35849056603773,82.0,5,548
NT_173911.1,57,115.66666666666667,75.0,5,545
NT_173912.1,51,129.31372549019608,75.0,4,600
NT_173913.1,56,117.80357142857143,70.0,5,547
NT_173914.1,33,199.93939393939394,116.0,8,664
NT_173915.1,61,108.31147540983606,63.0,5,545
NT_173916.1,63,104.93650793650794,70.0,5,547
NT_173917.1,60,110.35,66.0,5,750
NT_173918.1,52,130.80769230769232,118.0,6,651
NT_173919.1,57,116.33333333333333,70.0,5,547
NT_173920.1,58,114.37931034482759,69.0,5,545
NT_173921.1,40,165.85,88.0,7,1012
NT_173922.1,63,105.31746031746032,58.0,5,545
NT_173923.1,23,288.7391304347826,216.0,7,907
NT_173924.1,55,120.87272727272727,132.0,13,392
NT_173925.1,45,147.77777777777777,109.0,9,500
NT_173926.1,40,166.275,104.5,13,856
NT_173927.1,41,162.4390243902439,140.0,4,522
NT_173928.1,61,109.21311475409836,75.0,5,750
NT_173929.1,35,190.45714285714286,63.0,4,1134
NT_173930.1,60,111.13333333333334,69.5,5,544
NT_173931.1,26,256.46153846153845,205.5,6,1119
NT_173932.1,52,128.3653846153846,72.5,5,536
NT_173933.1,25,267.24,170.0,6,1477
NT_173934.1,27,247.5185185185185,209.0,5,1219
NT_173935.1,19,352.0,290.0,24,989
NT_173936.1,60,111.5,70.0,5,544
NT_173937.1,60,111.58333333333333,72.5,5,561
NT_173938.1,60,111.58333333333333,70.0,5,547
NT_173939.1,62,107.98387096774194,69.5,5,547
NT_173940.1,58,115.46551724137932,69.0,5,545
NT_173941.1,22,304.6363636363636,218.5,6,1074
NT_173942.1,62,108.16129032258064,72.5,5,545
NT_173943.1,62,108.20967741935483,55.0,5,545
NT_173944.1,56,119.85714285714286,82.0,4,545
NT_173945.1,51,131.7058823529412,82.0,5,545
NT_173946.1,64,104.984375,69.0,5,545
NT_173947.1,68,98.83823529411765,63.0,5,545
NT_173948.1,40,168.025,142.0,4,783
NT_173949.1,67,100.49253731343283,63.0,4,545
NT_173950.1,53,127.05660377358491,75.0,5,971
NT_173951.1,22,306.1363636363636,210.5,12,1425
NT_173952.1,20,337.1,147.5,1,1168
NT_173953.1,41,164.46341463414635,73.0,10,897
NT_173954.1,58,116.25862068965517,69.5,5,545
NT_173955.1,73,92.3972602739726,58.0,5,545
NT_173956.1,66,102.1969696969697,58.0,5,545
NT_173957.1,38,177.52631578947367,123.5,10,799
NT_173958.1,26,259.88461538461536,223.5,9,944
NT_173959.1,20,338.0,185.5,40,1529
NT_173960.1,14,483.14285714285717,333.0,7,1266
NT_173961.1,43,157.37209302325581,117.0,8,528
NT_173962.1,55,123.03636363636363,91.0,5,544
NT_173963.1,61,111.1311475409836,82.0,4,545
NT_173964.1,38,178.44736842105263,103.0,4,971
NT_173965.1,63,107.71428571428571,70.0,5,542
NT_173966.1,25,271.44,265.0,8,679
NT_173967.1,67,101.4776119402985,69.0,5,545
NT_173968.1,41,166.0487804878049,148.0,5,457
NT_173969.1,34,200.3235294117647,144.0,6,646
NT_173970.1,12,569.1666666666666,276.5,26,1747
NT_173971.1,62,110.16129032258064,78.5,5,452
NT_173972.1,60,113.85,72.5,5,545
NT_173973.1,62,110.24193548387096,69.5,5,546
NT_173974.1,61,112.11475409836065,75.0,5,748
NT_173975.1,61,112.21311475409836,70.0,5,545
NT_173976.1,56,122.25,78.5,5,631
NT_173977.1,59,117.77966101694915,70.0,5,545
NT_173978.1,15,457.93333333333334,246.0,6,1882
NT_173979.1,68,101.07352941176471,60.5,5,545
NT_173980.1,33,208.3939393939394,152.0,7,718
NT_173981.1,34,202.3235294117647,152.5,8,725
NT_173982.1,64,107.546875,69.0,5,544
NT_173983.1,60,114.76666666666667,69.5,2,545
NT_173984.1,61,113.04918032786885,70.0,4,545
NT_173985.1,33,209.06060606060606,143.0,2,714
NT_173986.1,47,146.82978723404256,57.0,6,1065
NT_173987.1,52,132.75,80.5,4,738
NT_173988.1,64,107.875,66.0,5,594
NT_173989.1,59,117.05084745762711,82.0,6,545
NT_173990.1,64,108.046875,69.5,5,545
NT_173991.1,59,117.30508474576271,70.0,5,544
NT_173992.1,65,106.58461538461539,69.0,5,548
NT_173993.1,63,110.01587301587301,69.0,5,545
NT_173994.1,60,115.53333333333333,78.5,5,605
NT_173995.1,63,110.06349206349206,75.0,5,452
NT_173996.1,32,216.6875,152.5,9,734
NT_173997.1,56,123.94642857142857,74.0,5,518
NT_173998.1,32,216.90625,164.5,4,776
NT_173999.1,69,100.73913043478261,50.0,5,545
NT_174000.1,35,198.65714285714284,107.0,12,802
NT_174001.1,64,108.671875,75.0,5,547
NT_174002.1,55,126.47272727272727,74.0,5,740
NT_174003.1,58,120.12068965517241,72.5,5,759
NT_174004.1,24,290.4166666666667,205.0,10,1018
NT_174005.1,28,249.0,202.0,12,1013
NT_174006.1,66,105.77272727272727,72.5,5,545
NT_174007.1,63,110.82539682539682,70.0,5,408
NT_174008.1,31,225.3548387096774,173.0,17,641
NT_174009.1,80,87.3375,118.0,5,237
NT_174010.1,60,116.45,70.0,5,547
NT_174011.1,63,110.92063492063492,69.0,5,755
NT_174012.1,44,158.8409090909091,117.0,6,895
NT_174013.1,70,99.84285714285714,52.0,5,545
NT_174014.1,60,116.48333333333333,72.5,5,544
NT_174015.1,60,116.5,87.5,5,358
NT_174016.1,70,99.87142857142857,64.0,5,552
NT_174017.1,30,233.03333333333333,157.0,6,1001
NT_174018.1,63,111.03174603174604,70.0,5,545
NT_174019.1,31,225.70967741935485,192.0,11,800
NT_174020.1,23,304.2608695652174,226.0,6,914
NT_174021.1,72,97.20833333333333,63.0,5,545
NT_174022.1,62,112.91935483870968,78.5,5,619
NT_174023.1,68,102.97058823529412,66.0,1,527
NT_174024.1,38,184.3421052631579,102.0,6,834
NT_174025.1,61,114.95081967213115,70.0,5,547
NT_174026.1,41,171.1951219512195,112.0,14,836
NT_174027.1,39,180.05128205128204,142.0,8,696
NT_174028.1,28,251.17857142857142,155.0,10,1260
NT_174029.1,68,103.58823529411765,66.0,5,545
NT_174030.1,28,251.71428571428572,158.0,4,982
NT_174031.1,64,110.15625,66.0,5,543
NT_174032.1,48,146.97916666666666,102.0,7,511
NT_174033.1,54,130.66666666666666,100.0,5,545
NT_174034.1,28,252.07142857142858,181.5,10,1018
NT_174035.1,48,147.0625,91.0,4,746
NT_174036.1,48,147.08333333333334,98.0,4,942
NT_174037.1,58,121.77586206896552,85.0,5,561
NT_174038.1,50,141.36,103.0,5,546
NT_174039.1,65,108.76923076923077,70.0,5,598
NT_174040.1,68,104.01470588235294,69.5,5,544
NT_174041.1,32,221.125,128.5,5,616
NT_174042.1,45,157.26666666666668,113.0,14,482
NT_174043.1,63,112.41269841269842,69.0,5,749
NT_174044.1,35,202.5142857142857,214.0,7,471
NT_174045.1,57,124.36842105263158,73.0,4,558
NT_174046.1,69,102.84057971014492,75.0,5,408
NT_174047.1,50,141.98,125.5,9,1056
NT_174048.1,52,136.55769230769232,80.5,5,846
NT_174049.1,63,112.74603174603175,69.0,5,545
NT_174050.1,7,1015.0,1099.0,81,2145
NT_174051.1,61,116.55737704918033,75.0,5,705
NT_174052.1,47,151.5531914893617,114.0,5,779
NT_174053.1,61,116.80327868852459,80.0,5,545
NT_174054.1,63,113.12698412698413,70.0,5,756
NT_174055.1,65,109.6923076923077,70.0,5,545
NT_174056.1,57,125.21052631578948,100.0,5,561
NT_174057.1,25,285.52,256.0,7,874
NT_174058.1,56,127.48214285714286,69.5,4,767
NT_174059.1,33,216.84848484848484,147.0,5,696
NT_174060.1,33,216.9090909090909,143.0,4,1023
NT_174061.1,61,117.36065573770492,70.0,5,597
NT_174062.1,27,265.44444444444446,246.0,11,1146
NT_174063.1,64,112.0,70.0,3,545
NT_174064.1,64,112.09375,69.5,6,545
NT_174065.1,14,512.7857142857143,437.0,23,1276
NT_174066.1,73,98.41095890410959,75.0,5,544
NT_174067.1,45,159.6888888888889,103.0,4,779
NT_174068.1,52,138.26923076923077,91.0,4,551
NT_174069.1,59,121.96610169491525,100.0,3,392
NT_174070.1,66,109.04545454545455,75.0,5,517
NT_174071.1,66,109.18181818181819,75.0,5,406
NT_174072.1,72,100.125,59.0,5,545
NT_174073.1,66,109.25757575757575,75.0,5,517
NT_174074.1,67,107.67164179104478,82.0,4,404
NT_174075.1,59,122.35593220338983,82.0,5,545
NT_174076.1,70,103.14285714285714,75.0,4,545
NT_174077.1,62,116.66129032258064,87.5,6,358
NT_174078.1,49,147.6734693877551,106.0,13,639
NT_174079.1,37,195.9189189189189,136.0,6,752
NT_174080.1,46,157.84782608695653,130.0,4,392
NT_174081.1,32,226.90625,191.5,10,720
NT_174082.1,60,121.08333333333333,71.0,5,519
NT_174083.1,62,117.19354838709677,70.0,5,545
NT_174084.1,58,125.29310344827586,100.0,5,546
NT_174085.1,51,142.6078431372549,107.0,4,614
NT_174086.1,29,250.82758620689654,216.0,7,890
NT_174087.1,31,234.7741935483871,138.0,8,812
NT_174088.1,63,115.55555555555556,36.0,8,1048
NT_174089.1,27,269.8888888888889,191.0,12,937
NT_174090.1,69,105.6086956521739,58.0,5,553
NT_174091.1,69,105.71014492753623,69.0,5,547
NT_174092.1,62,117.79032258064517,72.5,5,545
NT_174093.1,66,110.68181818181819,70.0,5,547
NT_174094.1,62,117.83870967741936,69.0,3,561
NT_174095.1,45,162.37777777777777,123.0,6,775
NT_174096.1,65,112.44615384615385,63.0,5,544
NT_174097.1,64,114.21875,69.5,5,545
NT_174098.1,35,209.02857142857144,120.0,10,1068
NT_174099.1,64,114.375,71.5,5,545
NT_174100.1,60,122.05,91.5,5,545
NT_174101.1,65,112.66153846153846,69.0,5,762
NT_174102.1,49,149.69387755102042,102.0,4,650
NT_174103.1,50,146.72,102.5,4,1719
NT_174104.1,43,170.67441860465115,102.0,3,1024
NT_174105.1,62,118.40322580645162,82.0,5,547
NT_174106.1,51,144.05882352941177,112.0,4,652
NT_174107.1,23,319.7391304347826,197.0,10,884
NT_174108.1,31,237.25806451612902,157.0,18,829
NT_174109.1,73,100.8082191780822,63.0,5,556
NT_174110.1,64,115.03125,75.0,5,545
NT_174111.1,63,116.88888888888889,75.0,5,545
NT_174112.1,58,126.98275862068965,91.5,5,595
NT_174113.1,63,117.0,82.0,5,545
NT_174114.1,24,307.1666666666667,210.5,12,1617
NT_174115.1,66,111.71212121212122,70.0,4,544
NT_174116.1,50,147.52,109.0,9,599
NT_174117.1,65,113.55384615384615,70.0,4,544
NT_174118.1,45,164.0888888888889,100.0,5,1240
NT_174119.1,66,111.95454545454545,66.0,6,545
NT_174120.1,27,273.7037037037037,230.0,26,846
NT_174121.1,45,164.26666666666668,97.0,5,511
NT_174122.1,58,127.70689655172414,67.5,4,685
NT_174123.1,31,239.06451612903226,179.0,13,984
NT_174124.1,41,180.85365853658536,93.0,4,721
NT_174125.1,68,109.08823529411765,72.5,5,545
NT_174126.1,65,114.2,70.0,5,504
NT_174127.1,62,119.83870967741936,72.5,5,545
NT_174128.1,64,116.09375,74.5,5,545
NT_174129.1,76,97.97368421052632,63.0,5,562
NT_174130.1,48,155.1875,114.5,6,609
NT_174131.1,64,116.46875,70.0,5,545
NT_174132.1,33,226.06060606060606,148.0,11,853
NT_174133.1,65,114.95384615384616,75.0,5,551
NT_174134.1,63,118.9047619047619,70.0,5,764
NT_174135.1,60,124.86666666666666,100.0,5,409
NT_174136.1,36,208.33333333333334,151.5,5,736
NT_174137.1,67,112.01492537313433,70.0,5,544
NT_174138.1,37,202.9189189189189,177.0,4,1115
NT_174139.1,66,113.77272727272727,69.5,5,545
NT_174140.1,61,123.1639344262295,75.0,5,561
NT_174141.1,68,110.5,75.0,5,545
NT_174142.1,46,163.43478260869566,110.0,5,837
NT_174143.1,36,209.0,134.0,7,1036
NT_174144.1,29,259.7241379310345,185.0,6,1246
NT_174145.1,31,243.51612903225808,166.0,7,1007
NT_174146.1,26,290.38461538461536,123.0,7,1976
NT_174147.1,64,118.03125,70.0,4,545
NT_174148.1,64,118.03125,72.5,5,749
NT_174149.1,74,102.27027027027027,63.0,6,766
NT_174150.1,73,103.75342465753425,63.0,5,545
NT_174151.1,71,106.71830985915493,58.0,5,545
NT_174152.1,66,114.81818181818181,70.0,5,748
NT_174153.1,67,113.14925373134328,75.0,6,358
NT_174154.1,17,446.05882352941177,306.0,18,1138
NT_174155.1,40,189.675,132.0,15,742
NT_174156.1,39,194.53846153846155,143.0,8,751
NT_174157.1,15,506.3333333333333,310.0,23,1276
NT_174158.1,62,122.51612903225806,75.0,1,545
NT_174159.1,70,108.6,69.5,5,545
NT_174160.1,44,173.0,99.0,6,1134
NT_174161.1,71,107.21126760563381,69.0,5,545
NT_174162.1,63,121.12698412698413,75.0,5,548
NT_174163.1,47,162.4255319148936,111.0,4,631
NT_174164.1,49,155.83673469387756,110.0,13,710
NT_174165.1,65,117.47692307692307,70.0,5,748
NT_174166.1,75,101.86666666666666,63.0,5,545
NT_174167.1,42,182.07142857142858,104.5,10,766
NT_174168.1,67,114.19402985074628,70.0,5,750
NT_174169.1,36,212.63888888888889,110.5,12,871
NT_174170.1,39,196.28205128205127,128.0,7,943
NT_174171.1,34,225.47058823529412,124.0,4,733
NT_174172.1,75,102.26666666666667,63.0,5,545
NT_174173.1,68,112.80882352941177,71.5,5,545
NT_174174.1,65,118.24615384615385,75.0,5,545
NT_174175.1,66,116.45454545454545,75.0,5,545
NT_174176.1,64,120.109375,91.5,5,546
NT_174177.1,42,183.21428571428572,124.0,15,660
NT_174178.1,67,114.88059701492537,69.0,5,545
NT_174179.1,41,188.09756097560975,115.0,18,656
NT_174180.1,66,116.89393939393939,70.0,5,750
NT_174181.1,24,321.5833333333333,204.5,8,1953
NT_174182.1,64,120.78125,75.0,6,545
NT_174183.1,73,105.97260273972603,75.0,5,545
NT_174184.1,80,96.825,58.0,5,561
NT_174185.1,40,193.8,90.0,9,1275
NT_174186.1,31,250.2258064516129,167.0,5,713
NT_174187.1,68,114.08823529411765,72.5,5,750
NT_174188.1,33,235.4848484848485,141.0,10,927
NT_174189.1,70,111.04285714285714,74.0,5,747
NT_174190.1,68,114.30882352941177,78.5,5,545
NT_174191.1,58,134.01724137931035,88.0,6,1133
NT_174192.1,52,149.55769230769232,130.5,14,437
NT_174193.1,68,114.38235294117646,70.0,5,545
NT_174194.1,67,116.08955223880596,75.0,5,545
NT_174195.1,49,158.77551020408163,84.0,5,1052
NT_174196.1,37,210.27027027027026,181.0,6,619
NT_174197.1,66,118.01515151515152,75.0,5,546
NT_174198.1,36,216.44444444444446,163.5,11,1122
NT_174199.1,68,114.61764705882354,72.0,5,696
NT_174200.1,74,105.47297297297297,69.5,5,750
NT_174201.1,70,111.6,68.5,5,545
NT_174202.1,73,107.06849315068493,75.0,5,545
NT_174203.1,71,110.14084507042253,75.0,6,545
NT_174204.1,30,260.6666666666667,180.0,6,808
NT_174205.1,73,107.24657534246575,58.0,5,545
NT_174206.1,52,150.65384615384616,84.0,5,697
NT_174207.1,33,237.45454545454547,143.0,26,1153
NT_174208.1,77,101.77922077922078,63.0,6,543
NT_174209.1,66,118.81818181818181,100.0,5,392
NT_174210.1,72,108.97222222222223,63.0,5,555
NT_174211.1,70,112.12857142857143,75.0,5,358
NT_174212.1,48,163.54166666666666,108.0,2,998
NT_174213.1,52,150.96153846153845,93.0,5,804
NT_174214.1,72,111.45833333333333,69.5,5,749
NT_174215.1,66,119.06060606060606,73.0,5,750
NT_174216.1,70,112.27142857142857,69.5,5,545
NT_174217.1,54,145.7037037037037,89.5,4,903
NT_174218.1,33,238.42424242424244,201.0,15,734
NT_174219.1,36,218.61111111111111,141.0,8,1369
NT_174220.1,65,121.12307692307692,82.0,5,561
NT_174221.1,68,116.02941176470588,70.0,5,545
NT_174222.1,52,151.76923076923077,84.0,5,1506
NT_174223.1,35,225.5142857142857,136.0,8,1398
NT_174224.1,72,109.625,71.5,5,595
NT_174225.1,24,328.9166666666667,210.5,18,1430
NT_174226.1,34,232.3235294117647,153.5,8,1079
NT_174227.1,71,111.52112676056338,63.0,5,544
NT_174228.1,74,107.0,66.0,5,543
NT_174229.1,31,255.7741935483871,210.0,36,1087
NT_174230.1,27,293.85185185185185,214.0,26,1623
NT_174231.1,45,176.53333333333333,132.0,5,461
NT_174232.1,66,120.39393939393939,75.0,5,561
NT_174233.1,32,248.375,111.0,5,1338
NT_174234.1,74,107.44594594594595,75.0,5,547
NT_174235.1,53,150.11320754716982,82.0,6,1677
NT_174236.1,34,234.26470588235293,169.0,29,1025
NT_174237.1,41,194.34146341463415,156.0,6,612
NT_174238.1,70,114.24285714285715,87.5,5,408
NT_174239.1,59,135.6271186440678,82.0,5,1236
NT_174240.1,62,129.06451612903226,106.5,4,838
NT_174241.1,72,111.19444444444444,75.0,5,613
NT_174242.1,67,119.50746268656717,75.0,5,545
NT_174243.1,46,174.06521739130434,129.0,4,503
NT_174244.1,70,114.41428571428571,69.5,5,750
NT_174245.1,71,112.8169014084507,75.0,5,613
NT_174246.1,65,123.29230769230769,75.0,5,545
NT_174247.1,75,106.89333333333333,68.0,5,545
NT_174248.1,48,167.125,107.5,5,677
NT_174249.1,49,163.87755102040816,102.0,10,613
NT_174250.1,49,163.89795918367346,84.0,4,789
NT_174251.1,91,88.35164835164835,84.0,5,244
NT_174252.1,32,251.3125,175.5,12,1122
NT_174253.1,66,123.45454545454545,77.5,5,544
NT_174254.1,71,113.45070422535211,76.0,5,879
NT_174255.1,67,120.22388059701493,74.0,5,545
NT_174256.1,36,224.13888888888889,200.5,5,729
NT_174257.1,71,113.67605633802818,82.0,5,545
NT_174258.1,68,118.73529411764706,72.5,5,595
NT_174259.1,32,252.4375,187.5,11,1122
NT_174260.1,42,192.64285714285714,139.5,16,708
NT_174261.1,45,179.86666666666667,104.0,3,1692
NT_174262.1,68,119.05882352941177,72.5,6,545
NT_174263.1,73,110.95890410958904,78.0,5,535
NT_174264.1,42,192.9047619047619,104.0,6,1583
NT_174265.1,53,152.9433962264151,122.0,10,601
NT_174266.1,23,352.6521739130435,376.0,6,829
NT_174267.1,49,165.53061224489795,143.0,4,474
NT_174268.1,64,126.734375,99.0,5,564
NT_174269.1,50,162.38,101.5,4,751
NT_174270.1,44,184.8409090909091,99.5,9,823
NT_174271.1,52,156.51923076923077,105.0,6,699
NT_174272.1,67,121.5223880597015,70.0,5,559
NT_174273.1,38,214.3421052631579,103.5,12,954
NT_174274.1,50,162.96,82.0,5,689
NT_174275.1,31,263.0967741935484,190.0,10,1238
NT_174276.1,68,119.98529411764706,74.0,5,752
NT_174277.1,45,181.35555555555555,123.0,5,838
NT_174278.1,39,209.43589743589743,160.0,11,929
NT_174279.1,78,104.71794871794872,69.5,5,548
NT_174280.1,53,154.20754716981133,85.0,4,681
NT_174281.1,78,104.82051282051282,72.0,4,546
NT_174282.1,29,281.9655172413793,200.0,12,1258
NT_174283.1,73,112.04109589041096,75.0,5,544
NT_174284.1,58,141.0344827586207,91.0,5,851
NT_174285.1,58,141.0344827586207,100.5,4,498
NT_174286.1,70,116.88571428571429,72.5,5,561
NT_174287.1,52,159.55769230769232,103.5,4,607
NT_174288.1,72,113.88888888888889,75.5,5,545
NT_174289.1,47,174.48936170212767,114.0,4,1198
NT_174290.1,26,315.65384615384613,140.5,5,1967
NT_174291.1,69,118.98550724637681,82.0,5,766
NT_174292.1,80,102.6625,69.5,5,548
NT_174293.1,42,195.6904761904762,156.0,8,543
NT_174294.1,39,210.82051282051282,141.0,20,760
NT_174295.1,73,112.6986301369863,75.0,5,547
NT_174296.1,21,392.1904761904762,267.0,9,1266
NT_174297.1,41,200.8780487804878,160.0,7,764
NT_174298.1,43,191.74418604651163,147.0,6,1062
NT_174299.1,53,155.62264150943398,140.0,7,650
NT_174300.1,50,165.08,110.5,6,976
NT_174301.1,51,161.94117647058823,137.0,5,886
NT_174302.1,69,119.73913043478261,75.0,5,750
NT_174303.1,45,183.66666666666666,114.0,8,1087
NT_174304.1,91,90.92307692307692,119.0,2,239
NT_174305.1,63,131.3968253968254,82.0,5,544
NT_174306.1,29,285.51724137931035,186.0,7,1589
NT_174307.1,73,113.43835616438356,70.0,4,545
NT_174308.1,42,197.33333333333334,136.0,8,1039
NT_174309.1,52,159.42307692307693,91.0,1,834
NT_174310.1,77,107.67532467532467,69.0,4,545
NT_174311.1,31,267.5483870967742,227.0,12,828
NT_174312.1,84,98.76190476190476,52.0,5,545
NT_174313.1,40,207.675,125.5,10,1144
NT_174314.1,76,109.35526315789474,66.5,3,548
NT_174315.1,75,117.52,75.0,6,757
NT_174316.1,48,177.35416666666666,64.5,4,1818
NT_174317.1,71,117.15492957746478,69.0,5,545
NT_174318.1,32,260.0,206.0,9,941
NT_174319.1,72,115.72222222222223,66.0,5,561
NT_174320.1,32,260.53125,155.5,15,1302
NT_174321.1,77,108.33766233766234,69.0,3,545
NT_174322.1,79,105.62025316455696,63.0,5,545
NT_174323.1,73,114.32876712328768,70.0,5,544
NT_174324.1,75,111.36,70.0,5,544
NT_174325.1,70,119.44285714285714,75.0,5,547
NT_174326.1,71,117.85915492957747,70.0,5,546
NT_174327.1,60,139.48333333333332,105.5,4,951
NT_174328.1,82,102.09756097560975,65.5,4,747
NT_174329.1,73,114.78082191780823,98.0,5,545
NT_174330.1,73,114.83561643835617,75.0,4,547
NT_174331.1,38,220.71052631578948,192.5,18,773
NT_174332.1,78,107.66666666666667,70.0,5,545
NT_174333.1,76,110.59210526315789,69.0,5,656
NT_174334.1,50,168.54,99.5,5,1592
NT_174335.1,52,162.05769230769232,106.5,8,1382
NT_174336.1,75,112.37333333333333,75.0,5,545
NT_174337.1,79,106.83544303797468,72.0,5,548
NT_174338.1,22,383.72727272727275,223.0,7,1574
NT_174339.1,69,122.42028985507247,80.0,4,497
NT_174340.1,34,248.55882352941177,164.5,11,982
NT_174341.1,35,241.6,162.0,6,1027
NT_174342.1,50,169.3,132.0,9,596
NT_174343.1,54,156.77777777777777,99.5,4,624
NT_174344.1,65,130.3846153846154,101.0,4,499
NT_174345.1,53,159.9811320754717,102.0,7,1044
NT_174346.1,43,197.3953488372093,129.0,5,727
NT_174347.1,38,223.39473684210526,219.0,5,630
NT_174348.1,49,173.24489795918367,93.0,5,955
NT_174349.1,74,114.72972972972973,78.5,5,746
NT_174350.1,70,121.35714285714286,72.5,5,545
NT_174351.1,82,103.60975609756098,67.5,5,544
NT_174352.1,33,257.4848484848485,134.0,5,1197
NT_174353.1,50,169.96,124.0,9,767
NT_174354.1,58,146.5344827586207,135.0,13,519
NT_174355.1,53,160.39622641509433,109.0,4,693
NT_174356.1,66,129.0909090909091,87.0,5,560
NT_174357.1,40,213.025,168.5,8,894
NT_174358.1,44,193.77272727272728,170.5,14,680
NT_174359.1,73,116.86301369863014,70.0,5,544
NT_174360.1,48,178.41666666666666,121.5,15,479
NT_174361.1,79,108.43037974683544,69.0,5,544
NT_174362.1,76,112.8157894736842,75.0,5,545
NT_174363.1,99,86.6969696969697,118.0,5,243
NT_174364.1,68,126.33823529411765,87.5,5,545
NT_174365.1,52,165.28846153846155,107.0,4,613
NT_174366.1,77,111.64935064935065,69.0,5,576
NT_174367.1,53,162.20754716981133,119.0,18,702
NT_174368.1,70,122.87142857142857,82.0,5,547
NT_174369.1,44,195.5,130.0,8,741
NT_174370.1,41,210.3658536585366,168.0,9,747
NT_174371.1,81,106.50617283950618,75.0,5,358
NT_174372.1,71,121.52112676056338,70.0,5,544
NT_174373.1,77,112.11688311688312,75.0,5,545
NT_174374.1,51,169.52941176470588,82.0,4,1236
